Station ID,Latitude,Longitude,Name,Elevation,Weighted Average Weatherscore,Rank,Percentile
86673099999,-13.15,-41.7666666,"PIATA, BRAZIL",1291.5,6.68271209497677,17930,98.82048172849032
68098099999,-22.979889,14.645331,"WALVIS BAY, NAMIBIA",91.13,6.69840924098434,17929,98.81496996086645
68002099999,-22.612239,17.080442,"EROS, NAMIBIA",1699.26,6.70882394282742,17928,98.80945819324258
86850099999,-21.2166666,-43.7666666,"BARBACENA, BRAZIL",1156.5,6.71119409701679,17927,98.80394642561869
64360099999,-11.591333,27.530889,"LUBUMBASHI INTERNATIONAL, ZAIRE",1309.11,6.71219136905319,17926,98.79843465799482
91962099999,-25.0666666,-130.1,"PITCAIRN ISLAND AWS B, PITCAIRN ISLANDS",265.0,6.72726831691983,17925,98.79292289037093
76737099999,18.85,-97.1,"ORIZABA VER., MEXICO",1259.0,6.74198279101943,17924,98.78741112274706
80462099999,4.554722,-61.144922,"SANTA ELENA DE UAIREN, VENEZUELA",895.8,6.74202952458146,17923,98.78189935512319
48030099999,22.65,93.6333333,"HAKHA, BURMA",1865.98,6.74943475237644,17922,98.77638758749931
94594099999,-27.0333333,153.4666666,"CAPE MORETON LIGHTHOUSE AWS, AUSTRALIA",101.0,6.75304242981763,17921,98.77087581987544
91190599999,20.783,-156.95,"LANAI, HI US",399.0,6.76359623262177,17920,98.76536405225156
78647599999,14.86555,-91.501981,"QUEZALTENANGO, GUATEMALA",2431.0,6.80553032922423,17919,98.75985228462768
95591099999,-27.2166666,153.1,"REDCLIFFE, AUSTRALIA",13.0,6.80781904792198,17918,98.7543405170038
83525099999,-18.8833333,-48.22,"UBERLANDIA AERO, BRAZIL",943.0,6.80927550459028,17917,98.74882874937992
56964099999,22.7666666,100.9833333,"SIMAO, CHINA",1303.0,6.81341092836846,17916,98.74331698175605
67225099999,-14.917,33.617,"FURANCUNGO, MOZAMBIQUE",1262.0,6.82521184750411,17915,98.73780521413217
56856099999,24.433,100.85,"JING DONG, CHINA",1676.0,6.83494927095725,17914,98.7322934465083
94589099999,-29.4333333,153.3666666,"YAMBA PILOT STATION, AUSTRALIA",30.0,6.84866831613434,17913,98.72678167888442
67083099999,-18.796936,47.478869,"IVATO, MADAGASCAR",1279.55,6.85316309601727,17912,98.72126991126055
48387099999,16.75,98.9333333,"DOI MU SOE AGROMET, THAILAND",368.0,6.85486795927225,17911,98.71575814363666
63474099999,7.1333333,40.0,"ROBE BALE, ETHIOPIA",2480.0,6.87064417901943,17910,98.71024637601279
